PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
59170470,British Columbia,726,3,-0.492,4,0.110,3,-0.304,2,-0.606
59170471,British Columbia,595,3,-0.432,3,0.083,4,-0.122,3,-0.164
59170472,British Columbia,3951,4,0.178,1,-0.921,4,-0.006,1,-0.835
59170475,British Columbia,540,2,-0.796,4,0.328,2,-0.634,3,-0.328
59170476,British Columbia,608,2,-0.733,1,-0.892,3,-0.435,2,-0.475
59170478,British Columbia,1921,4,0.096,1,-1.006,3,-0.396,3,-0.295
59170479,British Columbia,489,3,-0.471,1,-1.237,2,-0.603,3,-0.317
59170480,British Columbia,1163,4,0.212,1,-1.208,3,-0.394,1,-0.671
59170481,British Columbia,1184,4,0.194,2,-0.665,3,-0.305,1,-0.677
59170482,British Columbia,1202,3,-0.421,1,-0.826,2,-0.578,3,-0.108
59170483,British Columbia,331,3,-0.138,4,0.556,2,-0.620,3,-0.078
59170484,British Columbia,1113,2,-0.716,4,0.546,3,-0.487,2,-0.451
59170485,British Columbia,715,2,-0.547,1,-0.786,4,-0.172,2,-0.343
59170488,British Columbia,744,2,-0.561,2,-0.491,2,-0.653,4,0.005
59170489,British Columbia,950,3,-0.270,1,-0.794,3,-0.416,2,-0.416
59170490,British Columbia,543,2,-0.558,2,-0.736,1,-0.747,3,-0.216
59170491,British Columbia,804,2,-0.571,4,0.201,2,-0.576,3,-0.106
59170492,British Columbia,475,1,-0.895,1,-0.880,2,-0.553,2,-0.429
59170493,British Columbia,858,4,0.704,3,-0.007,3,-0.276,3,-0.263
59170494,British Columbia,368,3,-0.427,3,-0.212,2,-0.635,3,-0.202
59170495,British Columbia,455,2,-0.568,3,-0.247,3,-0.468,2,-0.476
59170496,British Columbia,425,1,-0.845,5,0.965,3,-0.289,2,-0.373
59170497,British Columbia,345,2,-0.805,2,-0.462,2,-0.718,2,-0.564
59170498,British Columbia,397,2,-0.624,2,-0.616,2,-0.631,2,-0.564
59170501,British Columbia,1934,3,-0.286,1,-0.947,3,-0.459,1,-0.797
59170502,British Columbia,1028,3,-0.503,1,-1.196,2,-0.654,1,-0.633
59170506,British Columbia,1507,2,-0.566,3,-0.093,3,-0.512,2,-0.476
59170507,British Columbia,610,3,-0.290,4,0.186,4,-0.088,1,-1.004
59170544,British Columbia,328,3,-0.115,4,0.517,2,-0.578,5,5.468
59170545,British Columbia,794,3,-0.473,5,0.945,2,-0.603,1,-0.934
59170546,British Columbia,744,4,0.188,5,0.709,2,-0.586,2,-0.516
59170547,British Columbia,94,4,-0.026,4,0.281,2,-0.695,5,4.304
59170548,British Columbia,544,2,-0.648,5,1.926,3,-0.351,1,-1.106
59170549,British Columbia,788,1,-0.933,4,0.393,3,-0.487,1,-0.627
59170550,British Columbia,449,2,-0.573,4,0.633,2,-0.549,1,-0.928
59170551,British Columbia,477,2,-0.807,4,0.203,2,-0.565,1,-0.762
59170552,British Columbia,647,1,-1.061,5,1.222,3,-0.285,1,-1.052
59170553,British Columbia,456,1,-1.032,4,0.394,3,-0.266,2,-0.350
59170554,British Columbia,574,5,2.217,4,0.443,3,-0.486,3,-0.324
59170555,British Columbia,385,5,1.530,5,1.830,3,-0.484,1,-0.620
59170556,British Columbia,389,5,1.713,2,-0.380,2,-0.573,2,-0.529
59170557,British Columbia,421,5,1.770,3,-0.031,4,0.242,2,-0.479
59170558,British Columbia,574,5,1.190,5,1.746,3,-0.306,1,-0.738
59170559,British Columbia,585,3,-0.187,2,-0.458,4,0.314,2,-0.556
59170560,British Columbia,440,3,-0.486,3,-0.220,5,0.783,2,-0.470
59170561,British Columbia,466,3,-0.509,4,0.664,5,0.827,2,-0.342
59170562,British Columbia,476,3,-0.313,3,-0.098,5,0.897,3,-0.081
59170563,British Columbia,530,3,-0.256,2,-0.326,4,0.106,2,-0.375
59170564,British Columbia,531,3,-0.118,2,-0.532,4,0.610,2,-0.434
59170565,British Columbia,463,2,-0.744,3,0.082,4,-0.052,2,-0.497
59170566,British Columbia,530,2,-0.645,5,1.023,4,-0.085,1,-0.888
59170567,British Columbia,907,2,-0.603,3,0.107,4,0.502,1,-0.639
59170568,British Columbia,564,3,-0.176,3,-0.213,5,1.090,2,-0.443
59170569,British Columbia,470,2,-0.516,5,0.784,4,-0.018,1,-0.635
59170570,British Columbia,367,1,-1.022,5,0.994,2,-0.617,2,-0.411
59170571,British Columbia,514,2,-0.672,1,-0.849,4,0.082,2,-0.397
59170574,British Columbia,487,3,-0.377,2,-0.352,4,-0.074,4,-0.005
59170575,British Columbia,786,2,-0.542,4,0.522,4,-0.030,2,-0.507
59170576,British Columbia,610,4,-0.008,4,0.291,4,0.139,2,-0.564
59170577,British Columbia,397,3,-0.152,3,-0.053,2,-0.635,1,-0.709
59170578,British Columbia,520,4,0.079,3,0.095,3,-0.438,1,-0.681
59170579,British Columbia,600,3,-0.292,4,0.380,3,-0.299,2,-0.501
59170581,British Columbia,621,4,0.117,5,2.119,4,-0.117,1,-0.830
59170582,British Columbia,663,5,1.648,5,1.298,4,0.198,3,-0.199
59170583,British Columbia,611,5,1.529,1,-0.904,4,0.037,3,-0.240
59170584,British Columbia,784,3,-0.499,4,0.669,4,0.320,2,-0.353
59170585,British Columbia,638,4,0.800,5,1.203,4,0.306,2,-0.530
59170586,British Columbia,574,4,-0.039,4,0.113,4,-0.012,2,-0.368
59170587,British Columbia,444,4,0.598,5,2.524,3,-0.297,1,-0.727
59170588,British Columbia,495,3,-0.164,4,0.327,3,-0.262,1,-0.664
59170589,British Columbia,934,4,0.470,2,-0.678,3,-0.260,3,-0.257
59170590,British Columbia,495,2,-0.513,4,0.340,4,0.299,2,-0.505
59170591,British Columbia,613,4,0.547,3,0.097,4,0.485,2,-0.358
59170592,British Columbia,482,2,-0.801,3,-0.038,4,-0.168,1,-0.737
59170593,British Columbia,503,2,-0.657,5,1.449,3,-0.254,1,-1.037
59170594,British Columbia,440,2,-0.699,4,0.435,3,-0.278,1,-0.776
59170595,British Columbia,397,1,-0.858,5,2.005,4,0.439,2,-0.540
59170596,British Columbia,532,3,-0.110,5,0.766,4,-0.005,2,-0.501
59170597,British Columbia,588,4,0.075,2,-0.679,2,-0.625,3,-0.308
59170598,British Columbia,687,4,0.202,2,-0.762,4,-0.085,3,-0.179
59170599,British Columbia,496,5,1.399,2,-0.767,4,0.199,2,-0.560
59170600,British Columbia,557,5,1.048,1,-1.203,4,-0.066,3,-0.163
59170601,British Columbia,573,4,0.686,1,-1.210,4,0.234,3,-0.298
59170602,British Columbia,534,4,0.588,5,2.975,2,-0.561,1,-1.104
59170603,British Columbia,505,3,-0.493,5,1.981,3,-0.467,1,-0.826
59170604,British Columbia,613,4,-0.043,5,3.055,3,-0.412,1,-0.947
59170610,British Columbia,1056,5,2.925,5,1.600,2,-0.548,2,-0.548
59170611,British Columbia,841,5,2.769,3,0.052,3,-0.270,2,-0.386
59170612,British Columbia,1023,5,2.913,4,0.307,4,0.070,3,-0.301
59170613,British Columbia,687,4,0.167,4,0.316,3,-0.191,2,-0.435
59170614,British Columbia,1140,4,0.544,4,0.352,3,-0.433,2,-0.438
59170615,British Columbia,2437,4,0.091,1,-0.856,3,-0.379,2,-0.466
59170617,British Columbia,399,4,0.232,2,-0.726,4,0.026,4,0.182
59170619,British Columbia,368,3,-0.330,1,-1.054,3,-0.291,2,-0.594
59170620,British Columbia,458,4,0.072,5,3.826,2,-0.646,1,-1.199
59170621,British Columbia,228,2,-0.560,4,0.650,1,-0.995,1,-1.029
59170622,British Columbia,478,2,-0.532,2,-0.421,1,-0.743,2,-0.445
59170623,British Columbia,668,3,-0.420,2,-0.518,2,-0.554,3,-0.179
59170624,British Columbia,1789,3,-0.239,1,-1.243,3,-0.506,1,-0.860
59170625,British Columbia,609,2,-0.612,1,-0.951,3,-0.461,1,-0.831
59170626,British Columbia,924,3,-0.466,2,-0.580,4,0.202,2,-0.502
59170627,British Columbia,1088,2,-0.580,2,-0.609,3,-0.231,2,-0.487
59170628,British Columbia,2204,3,-0.364,2,-0.481,3,-0.455,1,-0.776
59170630,British Columbia,1079,4,0.094,5,1.245,3,-0.435,3,-0.114
59170631,British Columbia,1565,3,-0.284,5,0.963,3,-0.308,2,-0.488
59170632,British Columbia,644,3,-0.176,4,0.469,3,-0.348,4,0.100
59170633,British Columbia,799,4,0.620,5,2.236,2,-0.566,1,-0.795
59170634,British Columbia,400,4,0.542,5,2.458,2,-0.643,1,-0.658
59170635,British Columbia,2885,3,-0.093,4,0.326,3,-0.359,2,-0.392
59170636,British Columbia,468,3,-0.192,5,0.768,3,-0.447,2,-0.562
59170637,British Columbia,500,3,-0.177,5,1.509,2,-0.618,1,-0.775
59170638,British Columbia,612,4,-0.030,5,0.690,3,-0.329,3,-0.063
59170639,British Columbia,838,4,-0.032,3,-0.026,4,-0.171,2,-0.536
59170640,British Columbia,1014,3,-0.201,4,0.332,3,-0.484,2,-0.559
59170641,British Columbia,583,3,-0.345,4,0.672,3,-0.526,2,-0.343
59170642,British Columbia,1044,3,-0.471,5,1.306,2,-0.644,1,-0.663
59170643,British Columbia,533,1,-0.858,5,1.424,2,-0.552,1,-0.987
59170644,British Columbia,600,1,-0.939,5,2.111,2,-0.565,1,-0.728
59170645,British Columbia,529,3,-0.226,5,2.888,2,-0.554,1,-1.189
59170646,British Columbia,875,3,-0.432,5,2.450,2,-0.627,2,-0.519
59170648,British Columbia,515,1,-0.900,3,-0.297,3,-0.532,1,-0.802
59170649,British Columbia,1084,1,-0.883,1,-1.162,2,-0.670,1,-0.792
59170650,British Columbia,693,1,-0.983,1,-0.829,2,-0.602,1,-0.842
59170651,British Columbia,447,2,-0.743,3,0.063,2,-0.662,2,-0.384
59170652,British Columbia,527,2,-0.590,3,0.103,2,-0.599,4,0.211
59170653,British Columbia,396,3,-0.148,4,0.255,3,-0.448,4,0.169
59170654,British Columbia,662,5,1.132,4,0.421,3,-0.548,4,0.239
59170655,British Columbia,90,3,-0.076,3,-0.119,1,-0.800,5,3.485
59170656,British Columbia,795,3,-0.390,5,0.897,2,-0.594,3,-0.086
59170657,British Columbia,2750,2,-0.669,3,-0.315,3,-0.515,2,-0.539
59170658,British Columbia,594,3,-0.195,3,-0.168,3,-0.505,5,0.393
59170659,British Columbia,714,3,-0.108,2,-0.693,2,-0.625,2,-0.416
59170660,British Columbia,548,1,-1.081,1,-0.869,2,-0.659,2,-0.540
59170661,British Columbia,462,3,-0.071,1,-0.994,3,-0.519,5,0.708
59170662,British Columbia,733,3,-0.421,1,-1.161,2,-0.674,4,0.146
59170663,British Columbia,851,4,0.580,1,-0.928,2,-0.680,4,0.366
59170664,British Columbia,1067,3,-0.372,5,0.706,3,-0.401,3,-0.332
59170665,British Columbia,395,3,-0.176,2,-0.346,4,0.081,1,-0.826
59170666,British Columbia,128,3,-0.211,2,-0.594,2,-0.672,5,2.063
59170668,British Columbia,1452,3,-0.394,2,-0.378,3,-0.488,2,-0.380
59170670,British Columbia,599,3,-0.265,5,1.004,3,-0.534,4,0.306
59170671,British Columbia,695,3,-0.247,4,0.560,3,-0.507,4,0.026
59170678,British Columbia,791,1,-0.832,4,0.283,2,-0.640,1,-0.722
59170679,British Columbia,575,2,-0.634,3,-0.085,3,-0.454,2,-0.475
59170680,British Columbia,489,2,-0.685,5,0.809,2,-0.656,4,0.002
59170681,British Columbia,422,2,-0.624,4,0.273,3,-0.525,3,-0.162
59170682,British Columbia,684,3,-0.421,3,0.097,3,-0.548,3,-0.208
59170683,British Columbia,891,3,-0.489,2,-0.514,2,-0.556,2,-0.377
59170684,British Columbia,666,2,-0.794,4,0.135,3,-0.432,2,-0.546
59170685,British Columbia,129,3,-0.143,4,0.322,3,-0.541,5,4.477
59170689,British Columbia,893,2,-0.537,2,-0.410,3,-0.507,3,-0.189
59170690,British Columbia,927,1,-0.950,4,0.409,3,-0.404,2,-0.350
59170691,British Columbia,97,1,-0.920,4,0.211,4,0.375,2,-0.503
59170694,British Columbia,1078,2,-0.722,3,-0.119,2,-0.579,3,-0.043
59170699,British Columbia,852,2,-0.610,3,0.072,4,0.532,2,-0.526
59170700,British Columbia,493,4,0.415,2,-0.653,4,0.553,1,-0.984
59170701,British Columbia,326,3,-0.195,5,0.831,4,0.040,1,-0.903
59170703,British Columbia,128,3,-0.184,5,0.938,2,-0.645,2,-0.401
59170704,British Columbia,85,4,0.164,3,0.046,2,-0.688,5,5.849
59170705,British Columbia,855,3,-0.178,3,0.007,2,-0.580,4,0.082
59170707,British Columbia,357,4,-0.026,3,0.029,3,-0.246,3,-0.252
59170708,British Columbia,820,4,0.645,5,2.667,2,-0.569,1,-0.720
59170709,British Columbia,638,4,0.477,5,0.767,2,-0.572,1,-0.746
59170710,British Columbia,632,3,-0.391,3,0.071,3,-0.224,2,-0.547
59170711,British Columbia,1286,2,-0.641,3,-0.223,3,-0.547,1,-0.750
59170712,British Columbia,266,1,-1.123,4,0.176,3,-0.248,1,-0.905
59170713,British Columbia,878,4,0.528,3,0.093,2,-0.645,1,-0.798
59170715,British Columbia,559,3,-0.253,2,-0.333,3,-0.417,3,-0.333
59170716,British Columbia,473,1,-1.141,2,-0.657,2,-0.555,1,-0.887
59170718,British Columbia,467,3,-0.205,1,-0.907,3,-0.469,3,-0.260
59170719,British Columbia,458,1,-1.168,5,1.403,3,-0.475,1,-0.629
59170720,British Columbia,635,1,-1.325,4,0.600,3,-0.314,1,-0.927
59170721,British Columbia,535,1,-1.332,5,1.415,3,-0.272,1,-0.826
59170722,British Columbia,953,5,2.074,1,-0.968,2,-0.609,4,0.021
59170723,British Columbia,366,5,1.649,2,-0.411,4,-0.038,1,-1.584
59170725,British Columbia,964,1,-0.850,5,1.717,3,-0.488,1,-1.015
59170726,British Columbia,273,2,-0.538,3,-0.160,2,-0.589,1,-0.691
59170728,British Columbia,467,3,-0.072,3,-0.060,2,-0.560,2,-0.464
59170729,British Columbia,332,1,-0.888,4,0.219,2,-0.579,1,-0.671
59170730,British Columbia,763,2,-0.762,2,-0.363,3,-0.424,2,-0.568
59170731,British Columbia,502,1,-0.988,2,-0.649,2,-0.597,1,-1.055
59170732,British Columbia,232,2,-0.671,4,0.312,2,-0.653,1,-0.646
59170733,British Columbia,755,3,-0.259,5,0.915,3,-0.376,1,-0.957
59170734,British Columbia,443,3,-0.293,2,-0.604,3,-0.536,2,-0.542
59170735,British Columbia,773,5,0.919,3,-0.111,5,1.806,3,-0.269
59170736,British Columbia,338,3,-0.429,5,1.230,4,-0.165,1,-0.741
59170738,British Columbia,816,3,-0.315,5,0.706,4,-0.090,2,-0.447
59170739,British Columbia,633,2,-0.545,4,0.364,3,-0.366,1,-0.650
59170741,British Columbia,594,4,0.100,1,-0.825,4,0.608,4,0.073
59170742,British Columbia,1069,5,1.156,2,-0.336,4,-0.031,3,-0.308
59170743,British Columbia,326,4,0.388,3,-0.315,4,0.418,4,0.048
59170744,British Columbia,536,5,1.090,1,-1.030,4,-0.015,4,0.233
59170746,British Columbia,303,3,-0.273,3,-0.303,3,-0.406,2,-0.418
59170747,British Columbia,549,3,-0.202,4,0.121,3,-0.538,4,0.002
59170748,British Columbia,637,3,-0.131,1,-0.872,2,-0.561,2,-0.340
59170749,British Columbia,415,3,-0.169,4,0.148,4,-0.136,3,-0.299
59170750,British Columbia,451,3,-0.108,1,-1.043,4,0.463,4,0.024
59170751,British Columbia,403,3,-0.467,1,-0.904,4,0.098,3,-0.322
59170753,British Columbia,398,3,-0.228,4,0.402,3,-0.520,4,0.130
59170754,British Columbia,406,1,-0.878,1,-0.905,3,-0.534,3,-0.047
59170755,British Columbia,629,2,-0.804,2,-0.570,4,0.258,3,-0.193
59170756,British Columbia,569,3,-0.250,4,0.180,4,0.142,2,-0.357
59170758,British Columbia,704,2,-0.669,3,0.091,3,-0.410,1,-0.679
59170759,British Columbia,845,4,0.426,5,1.341,4,-0.012,1,-0.890
59170760,British Columbia,634,1,-0.826,2,-0.438,4,0.105,1,-0.833
59170761,British Columbia,723,2,-0.806,5,0.701,4,0.019,1,-0.934
59170762,British Columbia,777,2,-0.569,5,1.866,3,-0.320,1,-1.007
59170763,British Columbia,417,1,-1.174,3,0.040,4,0.464,1,-0.798
59170764,British Columbia,263,1,-1.336,5,3.661,3,-0.344,1,-1.546
59170765,British Columbia,272,2,-0.734,2,-0.693,4,0.464,1,-0.866
59170766,British Columbia,332,2,-0.776,5,2.313,2,-0.565,1,-0.737
59170768,British Columbia,512,3,-0.449,3,-0.107,4,0.399,2,-0.355
59170769,British Columbia,455,2,-0.713,5,2.008,4,-0.005,1,-1.142
59170770,British Columbia,339,2,-0.616,5,0.958,4,0.073,2,-0.410
59170771,British Columbia,459,1,-1.382,5,1.867,4,0.483,1,-0.873
59170772,British Columbia,613,1,-0.860,5,1.115,4,0.034,1,-0.722
59170773,British Columbia,841,2,-0.776,4,0.231,4,0.209,1,-0.863
59170774,British Columbia,607,1,-1.086,3,-0.023,4,0.245,2,-0.598
59170776,British Columbia,754,2,-0.686,5,0.736,4,0.196,1,-0.788
59170777,British Columbia,427,1,-1.026,1,-0.838,3,-0.516,1,-0.932
59170778,British Columbia,428,4,0.062,5,0.686,4,0.480,3,-0.111
59170781,British Columbia,312,4,-0.061,5,1.462,2,-0.691,5,1.526
59170783,British Columbia,182,4,0.058,5,1.403,2,-0.619,5,1.118
59170784,British Columbia,101,4,0.301,5,1.462,2,-0.659,5,1.029
59170785,British Columbia,600,4,-0.065,5,2.107,2,-0.558,5,1.924
59190152,British Columbia,676,3,-0.152,5,2.342,2,-0.608,5,0.675
59190153,British Columbia,532,3,-0.383,2,-0.556,1,-0.872,4,0.014
59190155,British Columbia,658,3,-0.440,3,0.058,2,-0.600,3,-0.056
59190156,British Columbia,440,3,-0.077,5,1.573,2,-0.679,4,0.354
59190157,British Columbia,773,4,0.036,5,0.830,2,-0.689,4,0.193
59190158,British Columbia,361,4,0.127,5,0.729,2,-0.680,5,0.539
59190159,British Columbia,449,3,-0.426,4,0.293,2,-0.565,5,0.701
59190160,British Columbia,543,4,-0.023,4,0.168,3,-0.541,5,1.442
59190161,British Columbia,656,4,0.374,5,0.706,2,-0.636,3,-0.164
59190163,British Columbia,565,3,-0.420,5,1.086,2,-0.643,4,0.025
59190164,British Columbia,158,4,0.489,2,-0.332,1,-0.824,5,4.342
59190167,British Columbia,383,4,0.027,5,0.963,2,-0.684,5,0.448
59190169,British Columbia,559,1,-0.959,4,0.235,2,-0.551,3,-0.155
59190171,British Columbia,672,2,-0.647,2,-0.459,2,-0.714,3,-0.206
59190172,British Columbia,636,3,-0.295,3,-0.191,2,-0.621,5,0.720
59190173,British Columbia,568,2,-0.525,2,-0.562,2,-0.618,3,-0.302
59190174,British Columbia,510,3,-0.306,1,-0.943,3,-0.548,3,-0.085
59190175,British Columbia,463,3,-0.153,4,0.493,3,-0.485,1,-0.780
59190177,British Columbia,529,3,-0.316,4,0.288,2,-0.668,2,-0.378
59190178,British Columbia,900,3,-0.303,4,0.491,3,-0.483,3,-0.114
59190180,British Columbia,625,2,-0.537,5,1.441,3,-0.446,2,-0.345
59190181,British Columbia,528,2,-0.737,3,-0.047,3,-0.487,3,-0.329
59190182,British Columbia,578,1,-1.018,5,0.958,3,-0.269,2,-0.577
59190184,British Columbia,386,3,-0.313,5,1.007,3,-0.394,2,-0.481
59190185,British Columbia,534,2,-0.580,3,-0.054,4,-0.187,2,-0.532
59190186,British Columbia,476,3,-0.397,3,-0.176,2,-0.662,5,0.546
59190187,British Columbia,606,3,-0.506,3,-0.190,3,-0.518,3,-0.209
59190190,British Columbia,553,1,-1.160,4,0.270,4,-0.190,1,-0.638
59190191,British Columbia,362,2,-0.672,5,6.132,3,-0.373,1,-2.043
59190192,British Columbia,550,1,-1.052,4,0.622,3,-0.515,2,-0.597
59190193,British Columbia,455,2,-0.519,5,1.554,3,-0.362,3,-0.071
59190194,British Columbia,471,2,-0.721,2,-0.415,3,-0.541,2,-0.437
59190195,British Columbia,1058,4,-0.064,3,0.068,2,-0.551,3,-0.319
59190196,British Columbia,677,2,-0.770,4,0.187,3,-0.248,1,-0.747
59190197,British Columbia,738,3,-0.492,4,0.545,3,-0.235,1,-0.650
59190198,British Columbia,134,3,-0.111,5,0.747,3,-0.462,5,6.388
59190199,British Columbia,414,3,-0.159,4,0.348,3,-0.502,3,-0.225
59190200,British Columbia,695,2,-0.533,1,-0.865,1,-0.738,4,-0.003
59190201,British Columbia,992,3,-0.394,1,-0.787,2,-0.586,3,-0.191
59190202,British Columbia,690,3,-0.384,3,-0.293,1,-0.738,4,0.177
59190203,British Columbia,227,2,-0.683,3,-0.322,3,-0.484,4,0.105
59190204,British Columbia,647,2,-0.661,2,-0.749,3,-0.491,2,-0.412
59190205,British Columbia,582,2,-0.738,1,-1.137,2,-0.631,2,-0.609
59190206,British Columbia,433,3,-0.290,2,-0.592,2,-0.694,5,0.399
59190207,British Columbia,444,3,-0.373,3,-0.220,2,-0.596,3,-0.138
59190208,British Columbia,598,2,-0.808,1,-1.749,2,-0.698,2,-0.430
59190209,British Columbia,657,1,-1.110,1,-1.395,2,-0.656,1,-0.624
59190210,British Columbia,952,2,-0.642,3,-0.230,2,-0.649,3,-0.247
59190211,British Columbia,620,2,-0.617,4,0.276,3,-0.496,4,0.030
59190212,British Columbia,465,2,-0.639,3,-0.239,1,-0.772,1,-0.650
59190215,British Columbia,53,4,0.311,5,1.668,3,-0.196,3,-0.210
59190216,British Columbia,96,2,-0.549,5,0.813,4,-0.017,1,-0.902
59190217,British Columbia,1153,2,-0.770,4,0.660,3,-0.385,1,-0.727
59190218,British Columbia,802,3,-0.342,5,1.032,3,-0.486,1,-0.656
59190219,British Columbia,1041,1,-0.929,5,0.786,3,-0.529,2,-0.558
59190220,British Columbia,702,3,-0.481,4,0.664,3,-0.526,2,-0.451
59190221,British Columbia,462,1,-0.834,5,1.248,3,-0.415,1,-0.774
59190222,British Columbia,678,2,-0.792,4,0.569,3,-0.348,2,-0.429
59190223,British Columbia,510,5,2.442,3,0.000,2,-0.600,5,1.315
59190224,British Columbia,434,5,1.025,4,0.423,3,-0.200,3,-0.070
59190225,British Columbia,553,5,1.683,5,1.187,3,-0.427,3,-0.174
59190226,British Columbia,730,5,1.512,5,1.729,2,-0.688,5,0.924
59190227,British Columbia,579,4,0.765,5,0.825,3,-0.201,4,0.145
59190228,British Columbia,647,4,0.126,4,0.599,2,-0.553,5,0.925
59190229,British Columbia,250,3,-0.116,5,6.778,1,-0.753,1,-0.901
59190230,British Columbia,741,4,0.001,5,0.733,3,-0.480,5,5.056
59190231,British Columbia,404,4,0.399,4,0.345,2,-0.637,5,1.150
59190232,British Columbia,144,4,0.572,2,-0.761,2,-0.602,5,1.760
59190233,British Columbia,610,2,-0.616,3,-0.266,2,-0.678,3,-0.327
59190234,British Columbia,529,3,-0.264,4,0.662,2,-0.609,5,4.259
59190235,British Columbia,490,5,1.878,5,1.463,2,-0.549,3,-0.274
59190237,British Columbia,324,4,0.432,5,1.707,2,-0.666,4,0.210
59190238,British Columbia,386,4,0.626,5,2.828,4,0.028,5,0.472
59190239,British Columbia,384,5,1.320,5,0.817,3,-0.456,5,0.972
59190240,British Columbia,381,4,0.784,5,0.912,3,-0.508,5,0.896
59190241,British Columbia,905,4,0.562,3,-0.002,4,-0.120,5,0.396
59190242,British Columbia,876,5,1.049,3,-0.090,2,-0.633,5,0.728
59190243,British Columbia,496,3,-0.236,3,-0.112,4,0.525,4,0.059
59190244,British Columbia,867,2,-0.554,3,-0.019,3,-0.253,2,-0.582
59190245,British Columbia,477,4,0.070,4,0.434,3,-0.213,5,1.023
59190246,British Columbia,366,4,0.408,1,-1.010,3,-0.402,5,0.543
59190247,British Columbia,718,4,0.746,3,-0.190,4,0.190,5,0.656
59190248,British Columbia,2129,4,0.004,4,0.293,4,-0.072,4,0.256
59190249,British Columbia,372,4,-0.002,4,0.577,3,-0.448,4,0.344
59190250,British Columbia,452,3,-0.135,3,-0.108,3,-0.196,3,-0.279
59190251,British Columbia,335,1,-1.194,5,0.989,3,-0.486,1,-0.797
59190252,British Columbia,412,2,-0.777,4,0.642,3,-0.495,4,0.291
59190253,British Columbia,268,3,-0.279,2,-0.348,2,-0.650,5,0.544
59190254,British Columbia,766,3,-0.328,3,0.037,3,-0.236,3,-0.236
59190255,British Columbia,432,1,-0.971,4,0.230,2,-0.576,2,-0.419
59190256,British Columbia,562,1,-0.949,4,0.439,3,-0.312,2,-0.577
59190257,British Columbia,686,5,2.589,5,1.252,4,0.281,5,0.458
59190258,British Columbia,402,3,-0.445,3,-0.111,4,0.045,4,0.065
59190259,British Columbia,419,2,-0.590,3,-0.251,1,-0.741,3,-0.251
59190260,British Columbia,600,2,-0.749,4,0.112,1,-0.741,3,-0.231
59190261,British Columbia,520,2,-0.622,3,-0.142,3,-0.250,3,-0.132
59190262,British Columbia,695,4,0.268,3,-0.208,3,-0.409,4,0.156
59190263,British Columbia,320,3,-0.251,3,0.051,2,-0.689,2,-0.429
59190264,British Columbia,430,4,0.335,3,0.095,2,-0.625,4,0.280
59190265,British Columbia,924,2,-0.697,5,0.792,3,-0.391,1,-0.628
59190266,British Columbia,595,2,-0.804,3,0.101,3,-0.519,2,-0.585
